TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,NKM,NSM,dNKM,dNSM,MutationScore,dMutationScore,TOP,dTOP
com.helger.commons.locale.LocaleHelperTest.testGetLocaleToUseOrFallback,3,30,16,14,1,0.17,21,114,1,23,88,4,6,0.21,0.4,0,0
com.helger.commons.locale.LocaleHelperTest.testGetValidCountryCode,1,60,25,16,1,0.04,19,263,1,27,134,0,10,0.17,0,0,0
com.helger.commons.locale.LocaleHelperTest.testGetValidLanguageCode,1,52,23,16,1,0.02,17,211,1,27,127,0,10,0.18,0,0,0
com.helger.commons.locale.LocaleHelperTest.testIsSpecialLocale,1,61,24,16,1,0.02,7,251,1,22,155,2,8,0.12,0.2,0,0
com.helger.commons.locale.LocaleHelperTest.testIsSpecialLocaleCode,1,15,7,7,1,0.03,7,42,1,3,29,0,2,0.09,0,0,0
com.helger.commons.locale.LocaleHelperTest.testKosovo,1,51,23,16,1,0.04,5,215,1,23,129,0,10,0.15,0,0,0
com.helger.commons.locale.LocaleParserTest.testParse,0,7,3,3,1,0.18,15,17,1,4,8,2,0,0.33,1,0,0
com.helger.commons.locale.LocaleParserTest.testParseBigDecimal,0,13,4,3,1,0.22,14,46,1,18,11,4,0,0.62,1,0,1
com.helger.commons.locale.LocaleParserTest.testParseDouble,0,10,3,3,1,0.14,8,21,1,3,11,2,0,0.21,1,0,0
com.helger.commons.locale.LocaleParserTest.testParseInt,0,6,2,2,1,0.07,5,14,1,6,6,3,0,0.5,1,0,1
com.helger.commons.locale.LocaleParserTest.testParseLong,0,6,2,2,1,0.07,5,14,1,6,6,3,0,0.5,1,0,1
com.helger.commons.location.SimpleLocationTest.testBasic,2,55,15,10,1,0.09,21,276,1,51,144,6,8,0.26,0.43,0,0
com.helger.commons.log.InMemoryLoggerTest.testAll,2,38,13,8,1,0.18,17,119,1,22,51,5,11,0.3,0.31,0,0
com.helger.commons.log.LogHelperTest.testAll,0,10,4,3,1,0.23,7,35,1,7,20,4,0,0.26,1,0,0
com.helger.commons.log.LogMessageTest.testAll,2,25,8,6,1,0.14,17,91,1,16,42,4,10,0.28,0.29,0,0
com.helger.commons.math.CombinationGeneratorFlexibleTest.testCtor,1,9,5,4,1,0,9,26,0,4,13,0,0,0.24,0,0,0
com.helger.commons.math.CombinationGeneratorFlexibleTest.testStringCombination,3,25,11,7,1,0.03,22,143,1,54,36,7,4,0.6,0.64,0,0
com.helger.commons.math.CombinationGeneratorTest.testCtor,4,13,5,4,1,0,18,52,0,5,21,0,3,0.19,0,0,0
com.helger.commons.math.CombinationGeneratorTest.testStringCombination,4,22,9,6,1,0.23,19,120,1,40,40,1,3,0.5,0.25,0,0
com.helger.commons.math.CombinationGeneratorTest.testStringCombination2,4,22,9,6,1,0.23,15,120,1,24,46,0,3,0.34,0,0,0
com.helger.commons.math.FactorialHelperTest.testGetAnyFactorialLinear,0,7,3,2,1,0.02,13,43,1,24,9,0,1,0.73,0,1,0
com.helger.commons.math.FactorialHelperTest.testSmall,0,10,3,2,1,0.06,14,53,1,30,11,2,0,0.73,1,1,1
com.helger.commons.math.MathHelperTest.testAbsDouble,0,3,2,2,2,0.5,7,6,1,1,2,1,0,0.33,1,0,0
com.helger.commons.math.MathHelperTest.testAbsFloat,0,3,2,2,2,0.5,7,6,1,1,2,1,0,0.33,1,0,0
com.helger.commons.math.MathHelperTest.testAbsInt,0,1,1,1,1,1,10,3,1,2,0,1,0,1,1,1,1
com.helger.commons.math.MathHelperTest.testAbsLong,0,1,1,1,1,1,10,3,1,2,0,1,0,1,1,1,1
com.helger.commons.math.MathHelperTest.testAddPercent,0,1,1,1,1,1,5,1,1,1,0,1,0,1,1,1,1
com.helger.commons.math.MathHelperTest.testGetDividedBigDecimal,0,2,1,1,1,1,11,4,1,2,0,1,0,1,1,1,1
com.helger.commons.math.MathHelperTest.testGetDividedDouble,0,3,2,2,2,0.62,5,8,1,2,5,0,1,0.29,0,0,0
com.helger.commons.math.MathHelperTest.testGetFractionDigits,0,2,1,1,1,0.14,22,7,1,4,3,1,1,0.57,0.5,0,0
com.helger.commons.math.MathHelperTest.testGetMaxDouble,0,3,2,2,2,0.67,6,9,1,1,2,1,0,0.33,1,0,0
com.helger.commons.math.MathHelperTest.testGetMaxFloat,0,3,2,2,2,0.67,6,9,1,1,2,1,0,0.33,1,0,0
com.helger.commons.math.MathHelperTest.testGetMaxInt,0,1,1,1,1,1,6,4,1,1,0,1,0,1,1,1,1
com.helger.commons.math.MathHelperTest.testGetMaxLong,0,1,1,1,1,1,6,4,1,1,0,1,0,1,1,1,1
com.helger.commons.math.MathHelperTest.testGetMinDouble,0,3,2,2,2,0.67,6,9,1,1,2,1,0,0.33,1,0,0
com.helger.commons.math.MathHelperTest.testGetMinFloat,0,3,2,2,2,0.67,6,9,1,1,2,1,0,0.33,1,0,0
com.helger.commons.math.MathHelperTest.testGetMinInt,0,1,1,1,1,1,6,4,1,1,0,1,0,1,1,1,1
com.helger.commons.math.MathHelperTest.testGetMinLong,0,1,1,1,1,1,6,4,1,1,0,1,0,1,1,1,1
com.helger.commons.math.MathHelperTest.testGetPercentValue,0,1,1,1,1,1,5,1,1,1,0,1,0,1,1,1,1
com.helger.commons.math.MathHelperTest.testGetRoundedUp,0,2,1,1,1,0.73,21,11,1,10,3,3,1,0.77,0.75,1,0
com.helger.commons.math.MathHelperTest.testGetUnsignedInt,0,1,1,1,1,1,3,1,1,2,0,2,0,1,1,1,1
com.helger.commons.math.MathHelperTest.testGetWithoutTrailingZeroes,0,2,1,1,1,1,14,9,1,6,2,3,0,0.75,1,1,1
com.helger.commons.math.MathHelperTest.testIntDivide,0,4,1,1,1,0.5,10,4,1,4,0,4,0,1,1,1,1
com.helger.commons.math.MathHelperTest.testIsExactlyOneBitSetToOneInt,0,1,1,1,1,1,7,1,1,3,0,3,0,1,1,1,1
com.helger.commons.math.MathHelperTest.testIsExactlyOneBitSetToOneLong,0,1,1,1,1,1,7,1,1,3,0,2,0,1,1,1,1
com.helger.commons.math.MathHelperTest.testLongDivide,0,4,1,1,1,0.5,10,4,1,4,0,4,0,1,1,1,1
com.helger.commons.math.MathHelperTest.testLongToInt,0,2,1,1,1,0.5,11,2,1,5,0,3,0,1,1,1,1
com.helger.commons.math.MathHelperTest.testSubtractPercent,0,1,1,1,1,1,6,1,1,1,0,1,0,1,1,1,1
com.helger.commons.math.RoundHelperTest.testDecimalType,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0
com.helger.commons.math.RoundHelperTest.testGetFormatted,0,7,2,2,1,0.56,15,32,1,4,8,0,0,0.33,0,0,0
com.helger.commons.math.RoundHelperTest.testGetFormattedExp,0,9,4,3,1,0.05,14,41,1,12,16,4,1,0.43,0.8,0,0
com.helger.commons.math.RoundHelperTest.testGetFormattedFix,0,8,3,2,1,0.06,18,33,1,9,15,4,1,0.38,0.8,0,0
com.helger.commons.math.RoundHelperTest.testGetRounded,0,6,2,2,1,0.48,15,25,1,4,8,0,0,0.33,0,0,0
com.helger.commons.math.RoundHelperTest.testGetRoundedEvenExp,0,10,4,3,1,0.12,10,32,1,9,13,4,0,0.41,1,0,0
com.helger.commons.math.RoundHelperTest.testGetRoundedUpFix,0,10,4,3,1,0.12,17,32,1,7,14,3,1,0.33,0.75,0,0
com.helger.commons.mime.EMimeContentTypeTest.testAll,0,20,6,5,1,0.24,12,60,1,20,23,3,0,0.47,1,0,1
com.helger.commons.mime.EMimeQuotingTest.testAll,0,28,10,5,1,0,11,140,0,66,31,1,9,0.68,0.1,0,0
com.helger.commons.mime.MimeTypeDeterminatorTest.testGetMIMEType,0,81,27,14,1,0.02,18,352,1,80,141,6,10,0.36,0.38,0,0
com.helger.commons.mime.MimeTypeParameterTest.testBasic,1,55,14,10,1,0.05,13,247,1,46,143,2,9,0.24,0.18,0,0
com.helger.commons.mime.MimeTypeParameterTest.testEmptyValue,1,55,14,10,1,0.05,9,247,1,42,147,0,11,0.22,0,0,0
com.helger.commons.mime.MimeTypeParserTest.testEmptyValue,0,41,14,6,1,0.01,4,252,1,67,70,0,10,0.49,0,0,0
com.helger.commons.mime.MimeTypeParserTest.testIsToken,0,8,4,4,4,0.37,12,19,1,24,4,0,0,0.86,0,1,0
com.helger.commons.mime.MimeTypeParserTest.testParseInvalid,0,49,17,8,1,0.1,9,297,1,57,124,4,8,0.31,0.33,0,0
com.helger.commons.mime.MimeTypeParserTest.testParseInvalidQuotedPrintable,0,36,12,7,1,0.12,8,241,1,49,72,4,6,0.4,0.4,0,0
com.helger.commons.mime.MimeTypeParserTest.testParseInvalidQuotedString,0,40,12,7,1,0.12,8,238,1,38,92,4,8,0.29,0.33,0,0
com.helger.commons.mime.MimeTypeParserTest.testParseInvalidURLEscape,0,36,12,7,1,0.12,8,241,1,46,76,3,7,0.38,0.3,0,0
com.helger.commons.mime.MimeTypeParserTest.testParseMimeType,0,41,13,6,1,0.01,29,209,1,84,60,1,9,0.58,0.1,0,0
com.helger.commons.mime.MimeTypeParserTest.testParseValid,0,95,35,14,1,0.06,10,519,1,113,229,5,15,0.33,0.25,0,0
com.helger.commons.mime.MimeTypeParserTest.testParseValidURLEscape,0,92,33,13,1,0.07,10,487,1,163,223,1,28,0.42,0.03,0,0
com.helger.commons.mime.MimeTypeParserTest.testSafeParseMimeType,0,54,16,8,1,0.01,13,275,1,98,87,4,13,0.53,0.24,0,0
com.helger.commons.mime.MimeTypeTest.testCtor,1,95,29,13,1,0.05,21,407,1,79,280,5,21,0.22,0.19,0,0
com.helger.commons.mime.MimeTypeTest.testParameters,2,59,22,10,1,0.1,78,197,1,94,54,5,3,0.64,0.62,0,0
com.helger.commons.mime.MimeTypeTest.testSpecialCharsInParams,1,41,17,7,1,0.04,14,168,1,70,47,0,3,0.6,0,0,0
com.helger.commons.mutable.MutableBooleanTest.testMutableBoolean,1,50,13,9,1,0.1,14,227,1,35,132,3,6,0.21,0.33,0,0
com.helger.commons.mutable.MutableBooleanTest.testTypeConversion,1,113,37,16,1,0.01,8,881,1,84,562,2,18,0.13,0.1,0,0
com.helger.commons.mutable.MutableByteTest.testMutableByte,1,63,16,10,1,0.16,60,249,1,50,142,8,6,0.26,0.57,0,0
com.helger.commons.mutable.MutableCharTest.testMutableChar,2,64,16,10,1,0.16,64,250,1,48,139,7,6,0.26,0.54,0,0
com.helger.commons.mutable.MutableDoubleTest.testMutableDouble,1,63,16,10,1,0.17,45,247,1,47,141,8,7,0.25,0.53,0,0
com.helger.commons.mutable.MutableFloatTest.testMutableFloat,1,62,16,10,1,0.18,45,245,1,46,139,7,6,0.25,0.54,0,0
com.helger.commons.mutable.MutableIntTest.testMutableInt,1,61,16,10,1,0.18,48,245,1,47,137,6,6,0.26,0.5,0,0
com.helger.commons.mutable.MutableLongTest.testMutableLong,1,63,16,10,1,0.18,48,248,1,50,144,5,7,0.26,0.42,0,0
com.helger.commons.mutable.MutableShortTest.testMutableByte,1,64,16,10,1,0.16,60,250,1,50,143,7,6,0.26,0.54,0,0
com.helger.commons.name.IDisplayNameProviderTest.testAll,0,2,1,1,1,0.5,9,2,1,3,0,2,0,1,1,1,1
com.helger.commons.name.INameProviderTest.testAll,0,6,2,2,1,0.27,9,15,1,5,8,3,0,0.38,1,0,0
com.helger.commons.pool.ObjectPoolTest.testSimple,1,14,6,5,1,0.61,27,70,1,0,47,0,0,0,0,0,0
com.helger.commons.random.VerySecureRandomTest.testRandomGen,1,19,6,6,1,0.12,29,100,1,13,20,3,0,0.39,1,0,0
com.helger.commons.regex.RegExCacheTest.testGetPattern,0,45,17,10,1,0.01,19,216,1,30,101,3,5,0.23,0.38,0,0
com.helger.commons.regex.RegExHelperTest.testGetAllMatchingGroupValues,0,46,18,10,1,0.04,25,225,1,23,115,5,8,0.17,0.38,0,0
com.helger.commons.regex.RegExHelperTest.testGetMatcher,0,43,18,10,1,0.01,23,209,1,17,108,0,6,0.14,0,0,0
com.helger.commons.regex.RegExHelperTest.testIsValidPattern,0,1,1,1,1,1,13,4,1,2,0,2,0,1,1,1,1
com.helger.commons.regex.RegExHelperTest.testMakeIdentifier,0,53,19,11,1,0.12,20,248,1,37,117,7,7,0.24,0.5,0,0
com.helger.commons.regex.RegExHelperTest.testSplitNoLimit,0,37,16,10,1,0.02,45,171,1,23,107,1,8,0.18,0.11,0,0
com.helger.commons.regex.RegExHelperTest.testSplitToListNoLimit,0,43,20,12,1,0.01,38,184,1,26,116,1,9,0.18,0.1,0,0
com.helger.commons.regex.RegExHelperTest.testSplitToListWithLimit,0,52,22,12,1,0.01,53,233,1,28,119,1,9,0.19,0.1,0,0
com.helger.commons.regex.RegExHelperTest.testSplitWithLimit,0,37,16,10,1,0.03,54,172,1,25,105,1,8,0.19,0.11,0,0
com.helger.commons.regex.RegExHelperTest.testStringMatchesPattern,0,50,18,10,1,0.01,23,223,1,26,113,3,8,0.19,0.27,0,0
com.helger.commons.regex.RegExHelperTest.testStringReplacePattern,0,46,19,11,1,0.01,3,212,1,20,109,0,6,0.16,0,0,0
com.helger.commons.regex.RegExPatternTest.testCheckPatternConsistency,0,1,1,1,1,1,10,11,1,9,5,5,0,0.64,1,0,1
com.helger.commons.SPITest.testBasic,0,42,20,12,1,0.01,3,242,0,20,100,5,4,0.17,0.56,0,0
com.helger.commons.state.ChangeWithValueTest.testAll,1,61,15,8,1,0.07,19,282,1,47,164,6,9,0.22,0.4,0,0
com.helger.commons.state.EChangeTest.testAll,0,7,2,1,1,0.71,18,7,1,12,0,4,0,1,1,1,1
com.helger.commons.state.EContinueTest.testAll,0,5,2,1,1,1,18,5,1,10,0,4,0,1,1,1,1
com.helger.commons.state.EEnabledTest.testAll,0,6,2,1,1,0.62,18,8,1,10,0,5,0,1,1,1,1
com.helger.commons.state.EHandledTest.testAll,0,6,2,1,1,0.62,18,8,1,10,0,4,0,1,1,1,1
com.helger.commons.state.EInterruptTest.testAll,0,5,2,1,1,1,18,5,1,10,0,5,0,1,1,1,1
com.helger.commons.state.ELeftRightTest.testAll,0,3,2,1,1,0.4,8,5,1,4,0,3,0,1,1,1,1
com.helger.commons.state.EMandatoryTest.testAll,0,6,2,1,1,0.62,18,8,1,10,0,6,0,1,1,1,1
com.helger.commons.state.ESuccessTest.testAll,0,7,3,1,1,0.86,20,7,1,13,0,5,0,1,1,1,1
com.helger.commons.state.ETriStateTest.testAll,0,22,6,5,1,0.35,35,34,1,33,11,6,0,0.75,1,1,1
com.helger.commons.state.EValidityTest.testAll,0,7,2,1,1,0.71,18,7,1,12,0,5,0,1,1,1,1
com.helger.commons.state.SuccessWithValueTest.testAll,1,77,23,12,1,0.06,19,338,1,50,186,6,11,0.21,0.35,0,0
com.helger.commons.statistics.StatisticsHandlerCacheTest.testAll,1,5,1,1,1,1,14,10,1,4,0,3,0,1,1,1,1
com.helger.commons.statistics.StatisticsHandlerCounterTest.testAll,1,3,2,1,1,1,8,9,1,2,0,1,0,1,1,1,1
com.helger.commons.statistics.StatisticsHandlerKeyedCounterTest.testAll,1,14,6,4,3,0.26,19,45,1,18,5,6,0,0.78,1,1,1
com.helger.commons.statistics.StatisticsHandlerKeyedSizeTest.testAll,1,25,6,4,3,0.23,39,70,1,35,8,1,0,0.81,1,1,1
com.helger.commons.statistics.StatisticsHandlerKeyedTimerTest.testAll,1,25,6,4,3,0.23,39,70,1,35,8,1,0,0.81,1,1,1
com.helger.commons.statistics.StatisticsHandlerSizeTest.testAll,1,15,3,2,2,0.29,27,43,1,24,6,0,1,0.8,0,1,0
com.helger.commons.statistics.StatisticsHandlerTimerTest.testAll,1,15,3,2,2,0.29,27,43,1,24,6,1,1,0.8,0.5,1,0
com.helger.commons.statistics.StatisticsManagerTest.testCacheHandler,0,16,5,5,1,0.22,17,44,1,10,19,1,4,0.34,0.2,0,0
com.helger.commons.statistics.StatisticsManagerTest.testCounterHandler,0,16,5,5,1,0.22,17,44,1,11,18,1,1,0.38,0.5,0,0
com.helger.commons.statistics.StatisticsManagerTest.testKeyedCounterHandler,0,16,5,5,1,0.22,17,47,1,10,19,1,3,0.34,0.25,0,0
com.helger.commons.statistics.StatisticsManagerTest.testKeyedSizeHandler,0,17,6,5,1,0.21,17,49,1,10,19,2,1,0.34,0.67,0,0
com.helger.commons.statistics.StatisticsManagerTest.testKeyedTimerHandler,0,17,6,5,1,0.21,17,49,1,10,19,2,1,0.34,0.67,0,0
com.helger.commons.statistics.StatisticsManagerTest.testSizeHandler,0,16,5,5,1,0.22,17,49,1,10,19,1,1,0.34,0.5,0,0
com.helger.commons.statistics.StatisticsManagerTest.testTimerHandler,0,17,6,5,1,0.21,17,50,1,10,19,2,1,0.34,0.67,0,0
com.helger.commons.statistics.util.StatisticsVisitorTest.testWalkStatistics,0,40,9,6,1,0.31,4,127,1,12,9,0,0,0.57,0,0,0
com.helger.commons.string.StringHelperTest.testAppendQuotedSB,0,1,1,1,1,1,10,4,1,1,0,1,0,1,1,1,1
com.helger.commons.string.StringHelperTest.testAppendQuotedWriter,1,6,2,2,2,0.33,10,19,1,6,1,1,1,0.86,0.5,1,0
com.helger.commons.string.StringHelperTest.testConcatenateOnDemand,0,3,1,1,1,0.93,19,14,1,12,0,6,0,1,1,1,1
com.helger.commons.string.StringHelperTest.testContainsAnyOnlyNoneCharSequence,0,4,1,1,1,0.96,41,25,1,32,1,7,0,0.97,1,1,1
com.helger.commons.string.StringHelperTest.testContainsAnyOnlyNoneString,0,4,1,1,1,0.96,41,26,1,26,0,8,0,1,1,1,1
com.helger.commons.string.StringHelperTest.testContainsChar,0,4,1,1,1,0.5,9,4,1,7,3,2,2,0.7,0.5,0,0
com.helger.commons.string.StringHelperTest.testContainsIgnoreCaseString,0,2,1,1,1,0.2,18,5,1,6,0,3,0,1,1,1,1
com.helger.commons.string.StringHelperTest.testContainsString,0,2,1,1,1,0.5,17,2,1,6,0,2,0,1,1,1,1
com.helger.commons.string.StringHelperTest.testCutAfterLength,0,7,2,2,1,0.33,16,21,1,12,8,4,0,0.6,1,0,1
com.helger.commons.string.StringHelperTest.testEndsWithChar,0,12,3,3,3,0.67,36,39,1,31,9,4,0,0.78,1,1,1
com.helger.commons.string.StringHelperTest.testEndsWithString,0,2,1,1,1,1,34,20,1,18,4,4,0,0.82,1,1,1
com.helger.commons.string.StringHelperTest.testExplodeToOrderedSet,1,12,6,5,1,0.02,21,56,1,19,22,1,1,0.46,0.5,0,0
com.helger.commons.string.StringHelperTest.testExplodeToSet,1,12,6,5,1,0.02,21,56,1,19,22,1,1,0.46,0.5,0,0
com.helger.commons.string.StringHelperTest.testGetCharacterCountInt,0,2,2,2,2,0.62,12,8,1,7,2,4,1,0.78,0.8,1,0
com.helger.commons.string.StringHelperTest.testGetCharacterCountLong,0,2,2,2,2,0.62,12,8,1,7,2,4,1,0.78,0.8,1,0
com.helger.commons.string.StringHelperTest.testGetCharCount,0,6,2,2,1,0.65,11,23,1,10,9,0,0,0.53,0,0,0
com.helger.commons.string.StringHelperTest.testGetExplodedArray,0,4,1,1,1,0.73,12,30,1,22,5,1,0,0.81,1,1,1
com.helger.commons.string.StringHelperTest.testGetExplodedToList,1,13,6,5,1,0.02,21,57,1,20,24,1,1,0.45,0.5,0,0
com.helger.commons.string.StringHelperTest.testGetExplodedToListWithMax,2,12,6,5,1,0.02,12,61,1,21,16,4,0,0.57,1,0,1
com.helger.commons.string.StringHelperTest.testGetFirstChar,0,6,2,2,2,0.33,7,6,1,8,4,1,0,0.67,1,0,1
com.helger.commons.string.StringHelperTest.testGetFirstTokenChar,0,2,1,1,1,0.67,9,3,1,5,1,2,1,0.83,0.67,1,0
com.helger.commons.string.StringHelperTest.testGetFirstTokenString,0,3,1,1,1,0.67,15,6,1,9,1,4,1,0.9,0.8,1,0
com.helger.commons.string.StringHelperTest.testGetFromFirstExcl,0,7,1,1,1,0.13,22,15,1,19,5,3,3,0.79,0.5,1,0
com.helger.commons.string.StringHelperTest.testGetFromFirstIncl,0,7,1,1,1,0.13,22,15,1,19,5,2,3,0.79,0.4,1,0
com.helger.commons.string.StringHelperTest.testGetFromLastExcl,0,7,1,1,1,0.13,22,15,1,20,4,4,2,0.83,0.67,1,0
com.helger.commons.string.StringHelperTest.testGetFromLastIncl,0,7,1,1,1,0.13,22,15,1,20,4,4,2,0.83,0.67,1,0
com.helger.commons.string.StringHelperTest.testGetHexChar,0,1,1,1,1,1,9,1,1,1,0,0,0,1,0,1,0
com.helger.commons.string.StringHelperTest.testGetHexValue,0,1,1,1,1,1,10,1,1,1,0,0,0,1,0,1,0
com.helger.commons.string.StringHelperTest.testGetImplodedNonEmptyArray,0,16,6,4,3,0.04,14,59,1,25,18,1,1,0.58,0.5,0,0
com.helger.commons.string.StringHelperTest.testGetImplodedNonEmptyIterable,1,20,7,5,1,0.03,10,74,1,24,18,1,0,0.57,1,0,1
com.helger.commons.string.StringHelperTest.testGetIndexOfChar,0,1,1,1,1,1,9,1,1,3,1,0,1,0.75,0,1,0
com.helger.commons.string.StringHelperTest.testGetIndexOfString,0,1,1,1,1,1,9,1,1,3,1,0,1,0.75,0,1,0
com.helger.commons.string.StringHelperTest.testGetLastChar,0,5,2,2,2,0.43,7,7,1,7,3,1,0,0.7,1,0,1
com.helger.commons.string.StringHelperTest.testGetLastIndexOfChar,0,1,1,1,1,1,9,1,1,3,1,0,0,0.75,0,1,0
com.helger.commons.string.StringHelperTest.testGetLastIndexOfString,0,1,1,1,1,1,9,1,1,3,1,0,0,0.75,0,1,0
com.helger.commons.string.StringHelperTest.testGetLastTokenChar,0,2,1,1,1,0.67,9,3,1,6,1,3,0,0.86,1,1,1
com.helger.commons.string.StringHelperTest.testGetLastTokenString,0,4,1,1,1,0.57,15,7,1,11,2,4,0,0.85,1,1,1
com.helger.commons.string.StringHelperTest.testGetLeadingCharCount,0,1,1,1,1,1,8,6,1,6,0,5,0,1,1,1,1
com.helger.commons.string.StringHelperTest.testGetLeadingWhitespaceCount,0,1,1,1,1,1,9,6,1,6,0,0,0,1,0,1,0
com.helger.commons.string.StringHelperTest.testGetLineCount,0,4,1,1,1,0.11,6,9,1,8,1,3,0,0.89,1,1,1
com.helger.commons.string.StringHelperTest.testGetNotNullCharSeq,0,2,1,1,1,0.5,5,2,1,3,0,1,0,1,1,1,1
com.helger.commons.string.StringHelperTest.testGetNotNullString,0,2,1,1,1,1,6,2,1,3,0,0,0,1,0,1,0
com.helger.commons.string.StringHelperTest.testGetOccurrenceCountChar,0,3,1,1,1,0.83,14,12,1,9,1,0,0,0.9,0,1,0
com.helger.commons.string.StringHelperTest.testGetOccurrenceCountIgnoreCaseChar,0,4,1,1,1,0.08,29,13,1,9,2,1,0,0.82,1,1,1
com.helger.commons.string.StringHelperTest.testGetOccurrenceCountIgnoreCaseString,0,4,1,1,1,0.07,18,15,1,9,2,1,0,0.82,1,1,1
com.helger.commons.string.StringHelperTest.testGetOccurrenceCountString,0,3,1,1,1,0.79,16,14,1,9,1,0,0,0.9,0,1,0
com.helger.commons.string.StringHelperTest.testGetQuoted,0,1,1,1,1,1,6,1,1,2,0,2,0,1,1,1,1
com.helger.commons.string.StringHelperTest.testGetRepeated,0,7,2,2,1,0.64,27,36,1,16,13,5,0,0.55,1,0,1
com.helger.commons.string.StringHelperTest.testGetReverse,0,1,1,1,1,1,8,13,1,9,2,5,0,0.82,1,1,1
com.helger.commons.string.StringHelperTest.testGetTrailingCharCount,0,1,1,1,1,1,8,7,1,8,0,4,0,1,1,1,1
com.helger.commons.string.StringHelperTest.testGetTrailingWhitespaceCount,0,1,1,1,1,1,9,7,1,8,0,0,0,1,0,1,0
com.helger.commons.string.StringHelperTest.testGetUntilFirstExcl,0,7,1,1,1,0.13,22,15,1,16,7,2,6,0.7,0.25,0,0
com.helger.commons.string.StringHelperTest.testGetUntilFirstIncl,0,7,1,1,1,0.13,22,15,1,20,3,6,2,0.87,0.75,1,0
com.helger.commons.string.StringHelperTest.testGetUntilLastExcl,0,7,1,1,1,0.13,22,15,1,17,6,2,3,0.74,0.4,1,0
com.helger.commons.string.StringHelperTest.testGetUntilLastIncl,0,7,1,1,1,0.13,22,15,1,21,2,4,0,0.91,1,1,1
com.helger.commons.string.StringHelperTest.testGetWithoutLeadingChar,0,6,2,2,1,0.07,8,14,1,5,10,1,0,0.33,1,0,0
com.helger.commons.string.StringHelperTest.testGetWithoutLeadingChars,0,5,2,2,1,0.31,9,13,1,4,10,0,0,0.29,0,0,0
com.helger.commons.string.StringHelperTest.testGetWithoutTrailingChar,0,6,2,2,1,0.07,7,15,1,6,10,1,0,0.38,1,0,0
com.helger.commons.string.StringHelperTest.testGetWithoutTrailingChars,0,5,2,2,1,0.36,9,14,1,5,10,0,0,0.33,0,0,0
com.helger.commons.string.StringHelperTest.testGetWithoutWhiteSpaces,0,1,1,1,1,1,8,8,1,3,0,3,0,1,1,1,1
com.helger.commons.string.StringHelperTest.testHasTextAndHasNoText,0,4,1,1,1,1,18,4,1,8,0,4,0,1,1,1,1
com.helger.commons.string.StringHelperTest.testHexDecode,0,16,2,2,1,0.28,29,58,1,32,18,6,2,0.64,0.75,0,0
com.helger.commons.string.StringHelperTest.testHexEncode,0,10,2,2,1,0.3,33,33,1,20,8,1,0,0.71,1,0,1
com.helger.commons.string.StringHelperTest.testHexStringByte,0,1,1,1,1,1,8,1,1,2,0,0,0,1,0,1,0
com.helger.commons.string.StringHelperTest.testHexStringInt,0,1,1,1,1,1,10,1,1,1,0,0,0,1,0,1,0
com.helger.commons.string.StringHelperTest.testHexStringLeadingZero2Byte,0,2,1,1,1,0.67,8,3,1,5,0,3,0,1,1,1,1
com.helger.commons.string.StringHelperTest.testHexStringLeadingZeroByte,0,6,1,1,1,0.05,8,21,1,11,7,1,0,0.61,1,0,1
com.helger.commons.string.StringHelperTest.testHexStringLeadingZeroInt,0,7,1,1,1,0.12,11,24,1,17,9,4,0,0.65,1,0,1
com.helger.commons.string.StringHelperTest.testHexStringLeadingZeroLong,0,6,1,1,1,0.13,11,23,1,16,7,4,0,0.7,1,0,1
com.helger.commons.string.StringHelperTest.testHexStringLeadingZeroShort,0,6,1,1,1,0.05,8,21,1,11,7,1,0,0.61,1,0,1
com.helger.commons.string.StringHelperTest.testHexStringLong,0,1,1,1,1,1,11,1,1,1,0,0,0,1,0,1,0
com.helger.commons.string.StringHelperTest.testHexStringShort,0,1,1,1,1,1,9,1,1,2,0,0,0,1,0,1,0
com.helger.commons.string.StringHelperTest.testImplodeArray,0,20,8,6,1,0.05,23,67,1,33,17,2,0,0.66,1,0,1
com.helger.commons.string.StringHelperTest.testImplodeIterable,1,23,8,6,1,0.05,12,85,1,26,19,1,0,0.58,1,0,1
com.helger.commons.string.StringHelperTest.testImplodeMap,0,18,7,5,1,0.15,10,65,1,28,14,7,2,0.67,0.78,0,0
com.helger.commons.string.StringHelperTest.testIndexOfIgnoreCaseString,0,1,1,1,1,1,13,4,1,3,1,0,1,0.75,0,1,0
com.helger.commons.string.StringHelperTest.testIsAllWhitespace,0,3,1,1,1,0.09,11,11,1,12,1,0,0,0.92,0,1,0
com.helger.commons.string.StringHelperTest.testLeadingZero,0,8,2,2,2,0.8,32,30,1,28,10,8,2,0.74,0.8,1,0
com.helger.commons.string.StringHelperTest.testMultiContains,0,7,4,4,1,0.3,7,20,1,16,8,3,0,0.67,1,0,1
com.helger.commons.string.StringHelperTest.testRemoveAllChar,0,2,1,1,1,0.93,11,15,1,11,0,2,0,1,1,1,1
com.helger.commons.string.StringHelperTest.testRemoveAllString,0,4,1,1,1,0.53,16,34,1,17,5,6,1,0.77,0.86,1,0
com.helger.commons.string.StringHelperTest.testReplaceAllChar,0,2,1,1,1,0.94,12,17,1,7,3,1,0,0.7,1,0,1
